area,state,seed,action,time,frame,steps,config_id,reward,experiment.step_duration,compatibility_mode,filepath,experiment.update_freq,environment.zone,environment,algorithm,seed_offline,time_offline,action_offline,config_id_offline,frame_offline,experiment.update_freq_offline,experiment.checkpoint,compatibility_mode_offline,experiment.step_duration_offline,filepath_offline,environment.path,experiment.image_save_keys,environment_offline,algorithm_offline
"[38.8125 10.3125 16.9375 44.125  58.875  36.9375 46.9375 51.8125 41.9375
 49.625  46.9375 55.4375 41.375  33.3125 53.     58.8125 41.9375 61.5625
 27.4375 15.     41.9375 51.8125 26.125  39.5625 27.5625 22.     15.75
 24.125  54.8125  0.     32.8125 31.8125 38.     34.5625 22.6875  0.    ]",[1.74423124e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744252839.5734818,209,210,-8144594618283321666,0.0450263889542009,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385652.7419126,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,209.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[33.625   9.3125 15.3125 43.125  58.9375 35.3125 46.25   56.5    44.3125
 53.     48.375  71.6875 34.125  29.5625 56.125  56.125  24.625  49.625
 28.25   14.9375 40.9375 52.3125 26.6875 32.75   28.625  21.875  11.6875
 27.0625 41.625   0.     35.6875 36.625  38.375  23.375  23.9375 26.9375]",[1.7442313e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744252905.460968,210,211,-8144594618283321666,-0.0160644521926275,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385654.788802,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,210.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[33.625  10.1875  0.     40.3125 59.1875 39.5625 44.25   52.25   19.125
 50.125  49.1875 47.0625 39.5625 29.75   54.9375 55.0625 30.     65.8125
 29.6875 26.625  43.5    55.25   33.375  33.     28.6875  9.4375 18.4375
 26.875  33.5625 42.8125 34.75   30.5625 40.625  19.125  20.875   0.    ]",[1.74423137e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744252972.0729008,211,212,-8144594618283321666,-0.0258134048963279,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385656.9256103,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,211.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[38.875   0.     13.0625 41.875  60.4375 35.75   50.1875 54.     18.
 50.6875 47.875  55.6875 37.625  30.5    54.8125 50.6875 60.0625 43.5
 28.5    15.125  40.4375 55.3125 22.3125 29.375  27.375  25.8125 14.375
 24.125  39.5    51.625  30.5    41.75   42.4375 25.625  18.375   0.    ]",[1.74423144e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253038.5164802,212,213,-8144594618283321666,0.024881901382166,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385659.06436,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,212.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[36.9375 11.25   12.75   43.4375 50.     37.1875 45.0625 50.875  18.9375
 50.5    43.25   68.75   33.625  34.3125 55.9375 54.8125 14.5    56.875
 28.625  43.4375 41.6875 56.375  25.375  37.0625 31.     10.9375 13.0625
 25.25   42.875  20.625  30.375  34.5    37.4375 18.3125 15.     14.625 ]",[1.74423151e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253106.032585,213,214,-8144594618283321666,-0.0582991095235753,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385661.1167583,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,213.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[38.75   11.0625 16.5625 45.875  60.1875 35.375  44.     55.375  43.1875
 51.375  44.75   62.6875 39.875  32.5625 50.5    54.8125  0.     62.3125
 26.5    19.375  44.3125 55.4375 26.3125 43.75   26.5    10.     11.4375
 27.5    37.75    0.     34.8125 27.125  34.0625  0.     17.625   0.    ]",[1.74423157e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253173.0129237,214,215,-8144594618283321666,-0.0088970935639288,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385662.9349258,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,214.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[37.875  17.375   0.     42.125  59.875  36.25   42.875  48.9375 18.125
 52.5    48.5625 52.     44.25   31.375  54.5625 53.8125  0.     67.9375
 33.875  42.1875 41.1875 53.4375 26.375  42.9375 29.     16.3125 12.625
 26.125  32.875   0.     32.     41.5    38.625  26.     19.4375 60.5   ]",[1.74423164e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253241.3284369,215,216,-8144594618283321666,0.077625182630329,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385664.919858,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,215.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[39.125  12.1875 14.0625 40.625  57.6875 37.0625 31.25   51.875  40.9375
 51.8125 45.6875 56.375  40.1875 35.1875 55.0625 58.3125 37.6875 65.9375
 27.6875 34.4375 42.4375 59.75   25.25   40.0625 32.1875 19.125  16.25
 27.125  33.3125  0.     30.9375 29.8125 35.     22.375  19.3125  0.    ]",[1.74423171e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253308.414743,216,217,-8144594618283321666,-0.0293664000549945,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385666.8465192,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,216.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[35.25    0.     19.75   42.75   55.5625 38.1875 45.8125 50.75   43.8125
 48.5625 44.4375 45.75   34.     31.8125 53.4375 58.5625 31.625  63.8125
 27.5625 11.5    40.4375 58.5    28.5625 39.5    31.625  10.25   12.0625
 29.     33.9375 56.6875 33.875  35.875  42.     21.     21.875   0.    ]",[1.74423178e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253375.23492,217,218,-8144594618283321666,0.0204511491929216,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385668.6700609,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,217.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[38.5    12.0625 14.4375 40.125  63.3125 39.875  44.     49.6875 22.625
 52.8125 44.3125 60.0625 39.125  32.1875 53.125  51.3125  0.     63.0625
 25.8125 16.8125 41.9375 59.875  26.5    33.5    30.0625  0.     14.6875
 25.5    39.3125 48.     33.25   27.875  36.375  15.9375 16.4375  0.    ]",[1.74423184e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253443.0520082,218,219,-8144594618283321666,-0.0655748230827387,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385670.583675,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,218.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[38.0625 35.5    15.875  46.25   59.0625 40.125  46.8125 51.25   19.
 50.25   42.625  57.1875 38.1875 29.875  59.5    52.0625  0.     63.0625
 24.8125  9.4375 43.4375 34.8125 27.6875 35.625  28.0625  0.     12.0625
 28.125  44.125   0.     36.3125 31.1875 35.3125 20.5    19.375   0.    ]",[1.74423191e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253509.9980376,219,220,-8144594618283321666,-0.0183776534404253,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385672.3610923,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,219.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[35.3125 11.375  18.0625 40.6875 53.1875 38.8125 41.5625 50.1875 18.75
 49.5625 43.5625 53.3125 37.4375 30.6875 54.125  58.6875  0.     65.4375
 27.4375 23.625  42.375  34.5    28.125  39.0625 33.25    8.125  12.125
 27.5    48.25    0.     30.1875 31.75   37.1875 26.125  21.8125  0.    ]",[1.74423198e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253577.3418531,220,221,-8144594618283321666,-0.0045473106011992,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385674.0654988,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,220.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[38.     19.3125 25.1875 44.4375 58.875  34.1875 39.9375 50.25   47.5
 51.125  46.375  54.5625 39.3125 33.     54.375  55.9375  0.     45.3125
 27.3125 49.125  47.     33.5    49.4375 40.3125 32.375   0.     12.9375
 28.625  34.75    0.     34.3125 33.1875 37.5625 20.375  19.1875  0.    ]",[1.74423204e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253645.3763697,221,222,-8144594618283321666,0.0836784949655945,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385675.8320868,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,221.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[35.5625 10.25   17.4375 39.5625 45.125  39.4375 46.9375 54.625  18.5
 47.     48.8125 61.625  37.     32.6875 56.75   49.5     0.     69.875
 27.75   17.0625 44.0625 33.25   26.0625 34.625  30.5625  0.     13.625
 27.3125 34.75    0.     30.8125 27.875  37.8125 21.5    17.0625  0.    ]",[1.74423211e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253712.5916104,222,223,-8144594618283321666,-0.1280251961697544,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385677.755955,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,222.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[35.6875 11.375  15.6875 43.25   69.6875 38.8125 43.6875 54.0625 41.5
 52.5625 45.9375 53.9375 54.0625 33.375  53.1875 54.9375 72.375  62.5625
 28.3125 12.4375 45.5    33.     24.875  40.625  29.125   0.     15.0625
 24.875  43.5625 48.6875 33.     28.25   38.6875 21.875  17.8125  0.    ]",[1.74423218e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253780.3668327,223,224,-8144594618283321666,0.1523223628468852,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385679.6953886,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,223.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[39.375  13.4375 25.4375 45.0625 60.0625 36.3125 44.     30.3125 20.625
 53.125  46.0625 60.125  31.75   29.8125 54.9375 53.8125 20.375  65.125
 27.5    15.0625 43.8125 33.625  22.8125 34.0625 26.5     0.     17.5625
 29.75   32.8125 28.6875 33.875  28.5625 38.8125  0.      0.      0.    ]",[1.74423225e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253847.3684664,224,225,-8144594618283321666,-0.1401306662668347,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385681.5342023,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,224.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[36.625  13.625  14.9375 38.625  62.625  38.125  46.8125 49.     20.625
 51.625  44.875  57.     41.1875 35.6875 56.4375 54.8125 64.5625 66.6875
 28.9375  0.     41.8125 53.125  25.75   37.1875 30.8125 15.125  15.875
 30.     32.1875  0.     32.1875 35.0625 32.375  17.8125 20.1875  0.    ]",[1.74423231e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253914.3860116,225,226,-8144594618283321666,0.0796224741552462,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385683.5505395,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,225.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[38.5    11.625  18.3125 47.5625 58.625  37.8125 47.3125 50.875  17.8125
 55.6875 43.     58.375  44.3125 29.8125 54.0625 56.4375 32.9375 66.25
 26.9375 40.125  41.25   35.125  22.75   45.6875 27.5625 15.1875 14.4375
 24.1875 33.3125  0.     33.375  30.5625 40.0625  0.     19.0625 59.25  ]",[1.74423238e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744253982.184375,226,227,-8144594618283321666,0.0320136155517737,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385685.7187068,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,226.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[37.     15.5    46.4375 44.1875 54.875  38.8125 43.0625 50.375  40.5
 51.75   49.4375 60.5625 38.625  30.875  52.875  54.875  59.3125 60.1875
 28.875  17.8125 45.5625 56.0625 27.     36.3125 33.75    8.9375 13.25
 26.6875 35.6875  0.     32.4375 32.3125 39.9375 27.4375 27.3125 55.625 ]",[1.74423245e+09],0,[0.1393369  0.26677065 0.11343004 0.         0.11623078 0.21215619],1744254049.5020494,227,228,-8144594618283321666,0.0860756884494459,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385687.9769046,[0.13939162 0.26687542 0.11347459 0.         0.11627643 0.2122395 ],1.1997813580787543e+18,227.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[40.875  10.75   12.125  45.625  57.8125 35.6875 41.5    53.125  18.5625
 52.75   43.8125 55.5    40.3125 29.875  55.1875 50.5    40.625  56.9375
 29.8125 14.8125 40.     57.1875 24.6875 21.625  30.0625  0.     14.6875
 28.5625 36.375  10.5625 29.9375 28.75   36.3125 29.375  20.5625 90.6875]",[1.74423252e+09],0,[0.13945877 0.26700397 0.11352925 0.         0.11633244 0.21234174],1744254115.4078135,228,229,-8144594618283321666,-0.1061635002067043,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385690.3138587,[0.13950839 0.26709899 0.11356965 0.         0.11637384 0.2124173 ],1.1997813580787543e+18,228.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[35.8125  9.875  13.375  45.9375 58.6875 41.4375 47.5    54.6875 48.5625
 49.9375 46.375  57.875  42.3125 33.9375 53.625  59.75   35.25   69.875
 26.3125 12.4375 41.375  55.8125 25.3125 20.875  25.9375 25.125  11.9375
 27.4375 32.75   34.3125 31.625  30.8125 42.625  17.125  15.5625 21.0625]",[1.74423258e+09],0,[0.13957398 0.26722456 0.11362304 0.         0.11642855 0.21251717],1744254181.223384,229,230,-8144594618283321666,0.0199481421615447,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385692.1177042,[0.13962696 0.267326   0.11366617 0.         0.11647274 0.21259784],1.1997813580787543e+18,229.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[33.75   12.75   13.375  39.6875 61.625  39.625  42.8125 56.125  18.4375
 54.1875 45.625  57.     39.5    31.625  56.9375 58.4375  0.     66.5625
 26.5    11.3125 41.125  57.5    26.5625 38.25   30.4375 10.375  11.6875
 26.875  34.875   0.     32.     35.5625 39.375  28.1875 20.3125  0.    ]",[1.74423265e+09],0,[0.1396956  0.26745741 0.11372205 0.         0.11653    0.21270235],1744254249.6128032,230,231,-8144594618283321666,-0.0664684085263463,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385693.8610349,[0.13975092 0.26756332 0.11376708 0.         0.11657615 0.21278658],1.1997813580787543e+18,230.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[36.5625 10.     13.875  41.     62.5    40.3125 42.375  54.5    18.0625
 49.625  44.     57.625  42.4375 30.6875 53.125  59.4375 64.125  65.0625
 29.625   9.6875 46.5    54.75   28.75   36.5625 25.6875  0.     13.25
 28.875  33.6875  0.     32.4375 43.0625 40.9375 22.75   20.6875  0.    ]",[1.74423272e+09],0,[0.13981794 0.26769164 0.11382164 0.         0.11663205 0.21288862],1744254317.6685302,231,232,-8144594618283321666,0.0488056803153357,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385695.663858,[0.13987308 0.26779721 0.11386653 0.         0.11667805 0.21297259],1.1997813580787543e+18,231.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[35.8125 10.3125 16.     40.3125 51.     39.     43.3125 51.625  56.0625
 54.3125 45.375  44.     39.75   30.1875 55.     54.625   0.     64.375
 28.1875 10.8125 44.9375 54.4375 25.1875 38.3125 21.5625  0.     13.0625
 26.75   33.3125  0.     34.0625 27.625  36.125  19.8125 19.0625  0.    ]",[1.74423278e+09],0,[0.13993926 0.26792391 0.1139204  0.         0.11673325 0.21307334],1744254384.3459682,232,233,-8144594618283321666,-0.0597091920518254,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385697.3163931,[0.13999165 0.26802422 0.11396305 0.         0.11677696 0.21315312],1.1997813580787543e+18,232.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[36.6875 10.75   12.125  38.625  62.625  43.75   42.5625 51.8125 40.
 48.4375 46.25   51.9375 40.6875 31.1875 54.125  54.3125 30.6875 60.9375
 29.25   11.3125 43.875  35.3125 24.1875 45.0625 26.625   0.     14.8125
 27.0625 39.4375  0.     30.9375 33.1875 39.75   20.375  19.0625  0.    ]",[1.74423285e+09],0,[0.1400595  0.26815411 0.11401828 0.         0.11683355 0.21325642],1744254452.1800258,233,234,-8144594618283321666,0.0219663394317146,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385699.0705876,[0.14011382 0.26825811 0.1140625  0.         0.11687886 0.21333913],1.1997813580787543e+18,233.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[40.4375  0.      0.     42.6875 58.0625 45.875  45.     51.8125 41.0625
 55.25   46.     56.1875 43.9375 30.375  55.1875 53.375   0.     58.8125
 28.75    9.0625 39.25   53.5    27.     43.875  30.5    23.5    11.875
 25.25   57.9375  0.     33.875  28.5    38.375  21.875  24.625  68.    ]",[1.74423292e+09],0,[0.14018292 0.26839041 0.11411876 0.         0.11693651 0.21344434],1744254521.0566852,234,235,-8144594618283321666,0.0919081632222975,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385700.9412382,[0.14023777 0.26849544 0.11416341 0.         0.11698226 0.21352787],1.1997813580787543e+18,234.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[37.0625 13.5    18.75   44.     61.4375 36.125  45.6875 55.625  17.625
 54.25   44.75   53.4375 37.625  33.5625 55.1875 54.3125  0.     58.875
 34.1875 12.6875 42.6875 33.9375 26.375  37.75   29.6875 12.9375 14.625
 25.875  33.3125  0.     30.8125 35.0625 38.25   21.5625 20.375   0.    ]",[1.74423299e+09],0,[0.14030362 0.2686215  0.11421702 0.         0.11703719 0.21362812],1744254587.6444778,235,236,-8144594618283321666,-0.1203721499489013,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385702.7090116,[0.14035814 0.26872589 0.1142614  0.         0.11708267 0.21371114],1.1997813580787543e+18,235.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[ 32.9375  12.125   15.875   38.5625  60.8125  42.25    41.6875  56.1875
  48.9375  50.      43.8125  69.375   42.6875  31.4375  54.5625  56.1875
   0.      60.3125  31.375   17.      41.75    56.9375  27.5     40.875
  30.625   25.375   12.      25.5     36.4375   0.      34.875   31.8125
  40.5625  26.25    21.375  110.75  ]",[1.74423306e+09],0,[0.14042619 0.26885617 0.1143168  0.         0.11713943 0.21381475],1744254656.675628,236,237,-8144594618283321666,0.1169160028035924,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385704.5066028,[0.1404821  0.26896321 0.11436231 0.         0.11718607 0.21389988],1.1997813580787543e+18,236.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[35.9375 10.375  17.     41.9375 66.4375 38.0625 45.1875 54.0625 39.6875
 51.625  43.375  52.     33.4375 29.375  55.3125 57.4375 17.9375 63.375
 26.375  11.25   44.375  60.25   23.625  40.75   29.8125  0.     16.0625
 23.875  38.9375 50.25   30.75   39.     27.1875 23.25   17.375  80.5   ]",[1.74423312e+09],0,[0.14054739 0.26908822 0.11441546 0.         0.11724054 0.21399929],1744254722.1871846,237,238,-8144594618283321666,-0.0149059777580906,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385706.3373892,[0.14059887 0.26918678 0.11445737 0.         0.11728348 0.21407768],1.1997813580787543e+18,237.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[36.     11.625  19.25   42.5625 63.0625 31.875  47.9375 56.875  19.5
 48.625  44.6875 58.8125 32.4375 30.9375 56.1875 51.9375 37.125  58.6875
 30.4375 12.5    41.     55.9375 28.6875 34.75   29.8125 16.125  15.75
 26.3125 36.25    0.     33.1875 41.375  41.6875 22.625  14.4375  0.    ]",[1.74423319e+09],0,[0.14066682 0.26931688 0.11451269 0.         0.11734016 0.21418114],1744254789.4951134,238,239,-8144594618283321666,-0.0606401962350315,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385708.242169,[0.14071924 0.26941723 0.11455536 0.         0.11738389 0.21426095],1.1997813580787543e+18,238.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[39.625   0.     17.8125 43.8125 60.0625 39.75   45.6875 53.8125 20.1875
 52.     44.8125 62.1875 43.5625 31.25   56.5625 57.125  53.625  66.125
 27.9375 24.3125 40.9375 32.5    27.     31.75   25.9375 10.0625 14.25
 24.875  36.625  13.25   30.9375 33.6875 36.875  22.375  17.75   81.0625]",[1.74423325e+09],0,[0.14078319 0.26953967 0.11460742 0.         0.11743723 0.21435832],1744254853.555669,239,240,-8144594618283321666,0.0461358344002912,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385710.0953329,[0.14083601 0.2696408  0.11465042 0.         0.11748129 0.21443875],1.1997813580787543e+18,239.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[ 70.75    84.6875 108.6875  78.0625  76.5625  88.9375 109.3125  55.0625
 117.75   132.375   80.9375  89.3125  50.25    93.      64.375   98.5625
 141.6875  42.25    17.1875  62.6875  47.      55.375   57.5625  43.375
  64.625   94.75    42.625   52.5     24.      40.4375  42.4375  23.8125
  23.75    56.625   59.5     40.8125]",[1.74421812e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744239717.9299374,0,1,-2662128216915483363,0.0812203878847628,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,1,P3,Spreadsheet1,0.0,1744385141.174463,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],4.895702158111329e+18,0.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
